Pokemon,Move,Accuracy,BasePower,Category,PP,Priority,CritRatio,Target,Type
regigigas,strength,100,80,Physical,15,0,1,normal,Normal
giratina,strength,100,80,Physical,15,0,1,normal,Normal
darkrai,strength,100,80,Physical,15,0,1,normal,Normal
arceus,strength,100,80,Physical,15,0,1,normal,Normal
serperior,strength,100,80,Physical,15,0,1,normal,Normal
tepig,strength,100,80,Physical,15,0,1,normal,Normal
pignite,strength,100,80,Physical,15,0,1,normal,Normal
emboar,strength,100,80,Physical,15,0,1,normal,Normal
samurott,strength,100,80,Physical,15,0,1,normal,Normal
watchog,strength,100,80,Physical,15,0,1,normal,Normal
herdier,strength,100,80,Physical,15,0,1,normal,Normal
stoutland,strength,100,80,Physical,15,0,1,normal,Normal
roggenrola,strength,100,80,Physical,15,0,1,normal,Normal
boldore,strength,100,80,Physical,15,0,1,normal,Normal
gigalith,strength,100,80,Physical,15,0,1,normal,Normal
drilbur,strength,100,80,Physical,15,0,1,normal,Normal
excadrill,strength,100,80,Physical,15,0,1,normal,Normal
timburr,strength,100,80,Physical,15,0,1,normal,Normal
gurdurr,strength,100,80,Physical,15,0,1,normal,Normal
conkeldurr,strength,100,80,Physical,15,0,1,normal,Normal
seismitoad,strength,100,80,Physical,15,0,1,normal,Normal
throh,strength,100,80,Physical,15,0,1,normal,Normal
sawk,strength,100,80,Physical,15,0,1,normal,Normal
scolipede,strength,100,80,Physical,15,0,1,normal,Normal
krokorok,strength,100,80,Physical,15,0,1,normal,Normal
krookodile,strength,100,80,Physical,15,0,1,normal,Normal
darumaka,strength,100,80,Physical,15,0,1,normal,Normal
darmanitan,strength,100,80,Physical,15,0,1,normal,Normal
dwebble,strength,100,80,Physical,15,0,1,normal,Normal
crustle,strength,100,80,Physical,15,0,1,normal,Normal
scraggy,strength,100,80,Physical,15,0,1,normal,Normal
scrafty,strength,100,80,Physical,15,0,1,normal,Normal
tirtouga,strength,100,80,Physical,15,0,1,normal,Normal
carracosta,strength,100,80,Physical,15,0,1,normal,Normal
reuniclus,strength,100,80,Physical,15,0,1,normal,Normal
ferrothorn,strength,100,80,Physical,15,0,1,normal,Normal
eelektross,strength,100,80,Physical,15,0,1,normal,Normal
axew,strength,100,80,Physical,15,0,1,normal,Normal
fraxure,strength,100,80,Physical,15,0,1,normal,Normal
haxorus,strength,100,80,Physical,15,0,1,normal,Normal
cubchoo,strength,100,80,Physical,15,0,1,normal,Normal
beartic,strength,100,80,Physical,15,0,1,normal,Normal
mienfoo,strength,100,80,Physical,15,0,1,normal,Normal
mienshao,strength,100,80,Physical,15,0,1,normal,Normal
druddigon,strength,100,80,Physical,15,0,1,normal,Normal
golett,strength,100,80,Physical,15,0,1,normal,Normal
golurk,strength,100,80,Physical,15,0,1,normal,Normal
bouffalant,strength,100,80,Physical,15,0,1,normal,Normal
rufflet,strength,100,80,Physical,15,0,1,normal,Normal
braviary,strength,100,80,Physical,15,0,1,normal,Normal
braviary-hisui,strength,100,80,Physical,15,0,1,normal,Normal
durant,strength,100,80,Physical,15,0,1,normal,Normal
deino,strength,100,80,Physical,15,0,1,normal,Normal
zweilous,strength,100,80,Physical,15,0,1,normal,Normal
hydreigon,strength,100,80,Physical,15,0,1,normal,Normal
cobalion,strength,100,80,Physical,15,0,1,normal,Normal
terrakion,strength,100,80,Physical,15,0,1,normal,Normal
virizion,strength,100,80,Physical,15,0,1,normal,Normal
tornadus,strength,100,80,Physical,15,0,1,normal,Normal
thundurus,strength,100,80,Physical,15,0,1,normal,Normal
reshiram,strength,100,80,Physical,15,0,1,normal,Normal
zekrom,strength,100,80,Physical,15,0,1,normal,Normal
landorus,strength,100,80,Physical,15,0,1,normal,Normal
kyurem,strength,100,80,Physical,15,0,1,normal,Normal
kyurem-black,strength,100,80,Physical,15,0,1,normal,Normal
kyurem-white,strength,100,80,Physical,15,0,1,normal,Normal
keldeo,strength,100,80,Physical,15,0,1,normal,Normal
meloetta,strength,100,80,Physical,15,0,1,normal,Normal
chespin,strength,100,80,Physical,15,0,1,normal,Normal
quilladin,strength,100,80,Physical,15,0,1,normal,Normal
chesnaught,strength,100,80,Physical,15,0,1,normal,Normal
froakie,strength,100,80,Physical,15,0,1,normal,Normal
frogadier,strength,100,80,Physical,15,0,1,normal,Normal
greninja,strength,100,80,Physical,15,0,1,normal,Normal
bunnelby,strength,100,80,Physical,15,0,1,normal,Normal
diggersby,strength,100,80,Physical,15,0,1,normal,Normal
litleo,strength,100,80,Physical,15,0,1,normal,Normal
pyroar,strength,100,80,Physical,15,0,1,normal,Normal
skiddo,strength,100,80,Physical,15,0,1,normal,Normal
gogoat,strength,100,80,Physical,15,0,1,normal,Normal
pancham,strength,100,80,Physical,15,0,1,normal,Normal
pangoro,strength,100,80,Physical,15,0,1,normal,Normal
binacle,strength,100,80,Physical,15,0,1,normal,Normal
barbaracle,strength,100,80,Physical,15,0,1,normal,Normal
tyrunt,strength,100,80,Physical,15,0,1,normal,Normal
tyrantrum,strength,100,80,Physical,15,0,1,normal,Normal
hawlucha,strength,100,80,Physical,15,0,1,normal,Normal
goodra,strength,100,80,Physical,15,0,1,normal,Normal
phantump,strength,100,80,Physical,15,0,1,normal,Normal
trevenant,strength,100,80,Physical,15,0,1,normal,Normal
bergmite,strength,100,80,Physical,15,0,1,normal,Normal
avalugg,strength,100,80,Physical,15,0,1,normal,Normal
avalugg-hisui,strength,100,80,Physical,15,0,1,normal,Normal
zygarde,strength,100,80,Physical,15,0,1,normal,Normal
volcanion,strength,100,80,Physical,15,0,1,normal,Normal
mudbray,strength,100,80,Physical,15,0,1,normal,Normal
mudsdale,strength,100,80,Physical,15,0,1,normal,Normal
stufful,strength,100,80,Physical,15,0,1,normal,Normal
bewear,strength,100,80,Physical,15,0,1,normal,Normal
grookey,strength,100,80,Physical,15,0,1,normal,Normal
thwackey,strength,100,80,Physical,15,0,1,normal,Normal
rillaboom,strength,100,80,Physical,15,0,1,normal,Normal
cufant,strength,100,80,Physical,15,0,1,normal,Normal
copperajah,strength,100,80,Physical,15,0,1,normal,Normal
ursaluna,strength,100,80,Physical,15,0,1,normal,Normal
annihilape,strength,100,80,Physical,15,0,1,normal,Normal
farigiraf,strength,100,80,Physical,15,0,1,normal,Normal
dudunsparce,strength,100,80,Physical,15,0,1,normal,Normal
bulbasaur,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
ivysaur,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
venusaur,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
charmander,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
charmeleon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
charizard,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
spearow,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
fearow,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-cosplay,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-original,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-hoenn,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-sinnoh,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-unova,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-kalos,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-alola,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-partner,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-starter,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikachu-world,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
raichu,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
raichu-alola,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
nidoran-f,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
nidorina,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
nidoqueen,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
clefairy,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
clefable,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
diglett,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
diglett-alola,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
dugtrio,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
dugtrio-alola,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
meowth,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
meowth-alola,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
meowth-galar,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
persian,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
persian-alola,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
ponyta,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
ponyta-galar,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
rapidash,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
rapidash-galar,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
slowpoke,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
slowpoke-galar,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
slowbro,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
slowbro-galar,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
doduo,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
dodrio,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
seel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
dewgong,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
cubone,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
marowak,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
marowak-alola,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
chansey,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
kangaskhan,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
lapras,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
eevee,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
eevee-starter,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
vaporeon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
jolteon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
flareon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
chikorita,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
bayleef,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
meganium,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
hoothoot,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
noctowl,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
togepi,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
togetic,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
mareep,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
flaaffy,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
ampharos,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
hoppip,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
skiploom,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
jumpluff,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
espeon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
umbreon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
slowking,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
slowking-galar,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
misdreavus,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
girafarig,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
snubbull,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
granbull,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
phanpy,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
donphan,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
miltank,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
blissey,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
torchic,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
combusken,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
blaziken,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
mudkip,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
marshtomp,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
swampert,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
zigzagoon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
linoone,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
lotad,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
lombre,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
ludicolo,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
taillow,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
swellow,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
wingull,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pelipper,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
ralts,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
kirlia,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
gardevoir,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
skitty,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
delcatty,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
mawile,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
plusle,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
minun,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
wailmer,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
wailord,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
numel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
camerupt,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
spoink,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
grumpig,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
swablu,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
altaria,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
chimecho,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
spheal,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
sealeo,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
walrein,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
piplup,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
prinplup,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
empoleon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
starly,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
staravia,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
staraptor,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
bidoof,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
bibarel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
kricketot,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
kricketune,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pachirisu,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
buizel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
floatzel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
mismagius,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
glameow,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
purugly,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
chingling,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
chatot,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
togekiss,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
leafeon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
glaceon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
gallade,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
purrloin,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
liepard,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pidove,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
tranquill,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
unfezant,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
audino,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
tympole,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
palpitoad,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
seismitoad,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
minccino,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
cinccino,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
deerling,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
sawsbuck,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
elgyem,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
beheeyem,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
cubchoo,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
beartic,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
chespin,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
quilladin,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
chesnaught,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
froakie,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
frogadier,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
greninja,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
greninja-bond,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
fletchling,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
fletchinder,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
talonflame,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
furfrou,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
amaura,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
aurorus,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
sylveon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
rowlet,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
dartrix,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
decidueye,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
decidueye-hisui,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
litten,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
torracat,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
incineroar,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
popplio,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
brionne,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
primarina,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pikipek,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
trumbeak,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
toucannon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
oricorio,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
wishiwashi,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
poipole,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
naganadel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
grookey,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
thwackey,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
rillaboom,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
scorbunny,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
raboot,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
cinderace,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
sobble,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
drizzile,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
inteleon,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
wooloo,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
dubwool,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
toxel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
toxtricity,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
toxtricity-low-key,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
perrserker,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
cufant,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
copperajah,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
quaxly,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
quaxwell,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
quaquaval,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pawmi,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pawmo,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
pawmot,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
fidough,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
dachsbun,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
squawkabilly,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
wattrel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
kilowattrel,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
flittle,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
espathra,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
cyclizar,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
greavard,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
houndstone,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
cetoddle,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
cetitan,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
farigiraf,growl,100,0,Status,40,0,1,allAdjacentFoes,Normal
bulbasaur,headbutt,100,70,Physical,15,0,1,normal,Normal
ivysaur,headbutt,100,70,Physical,15,0,1,normal,Normal
venusaur,headbutt,100,70,Physical,15,0,1,normal,Normal
charmander,headbutt,100,70,Physical,15,0,1,normal,Normal
charmeleon,headbutt,100,70,Physical,15,0,1,normal,Normal
charizard,headbutt,100,70,Physical,15,0,1,normal,Normal
squirtle,headbutt,100,70,Physical,15,0,1,normal,Normal
wartortle,headbutt,100,70,Physical,15,0,1,normal,Normal
blastoise,headbutt,100,70,Physical,15,0,1,normal,Normal
butterfree,headbutt,100,70,Physical,15,0,1,normal,Normal
beedrill,headbutt,100,70,Physical,15,0,1,normal,Normal
pidgey,headbutt,100,70,Physical,15,0,1,normal,Normal
pidgeotto,headbutt,100,70,Physical,15,0,1,normal,Normal
pidgeot,headbutt,100,70,Physical,15,0,1,normal,Normal
rattata,headbutt,100,70,Physical,15,0,1,normal,Normal
rattata-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
raticate,headbutt,100,70,Physical,15,0,1,normal,Normal
raticate-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
spearow,headbutt,100,70,Physical,15,0,1,normal,Normal
fearow,headbutt,100,70,Physical,15,0,1,normal,Normal
ekans,headbutt,100,70,Physical,15,0,1,normal,Normal
arbok,headbutt,100,70,Physical,15,0,1,normal,Normal
pikachu,headbutt,100,70,Physical,15,0,1,normal,Normal
pikachu-starter,headbutt,100,70,Physical,15,0,1,normal,Normal
raichu,headbutt,100,70,Physical,15,0,1,normal,Normal
raichu-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
sandshrew,headbutt,100,70,Physical,15,0,1,normal,Normal
sandshrew-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
sandslash,headbutt,100,70,Physical,15,0,1,normal,Normal
sandslash-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
nidoran-f,headbutt,100,70,Physical,15,0,1,normal,Normal
nidorina,headbutt,100,70,Physical,15,0,1,normal,Normal
nidoqueen,headbutt,100,70,Physical,15,0,1,normal,Normal
nidoran-m,headbutt,100,70,Physical,15,0,1,normal,Normal
nidorino,headbutt,100,70,Physical,15,0,1,normal,Normal
nidoking,headbutt,100,70,Physical,15,0,1,normal,Normal
clefairy,headbutt,100,70,Physical,15,0,1,normal,Normal
clefable,headbutt,100,70,Physical,15,0,1,normal,Normal
vulpix,headbutt,100,70,Physical,15,0,1,normal,Normal
vulpix-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
ninetales,headbutt,100,70,Physical,15,0,1,normal,Normal
ninetales-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
jigglypuff,headbutt,100,70,Physical,15,0,1,normal,Normal
wigglytuff,headbutt,100,70,Physical,15,0,1,normal,Normal
zubat,headbutt,100,70,Physical,15,0,1,normal,Normal
golbat,headbutt,100,70,Physical,15,0,1,normal,Normal
oddish,headbutt,100,70,Physical,15,0,1,normal,Normal
gloom,headbutt,100,70,Physical,15,0,1,normal,Normal
vileplume,headbutt,100,70,Physical,15,0,1,normal,Normal
paras,headbutt,100,70,Physical,15,0,1,normal,Normal
parasect,headbutt,100,70,Physical,15,0,1,normal,Normal
venonat,headbutt,100,70,Physical,15,0,1,normal,Normal
venomoth,headbutt,100,70,Physical,15,0,1,normal,Normal
diglett,headbutt,100,70,Physical,15,0,1,normal,Normal
diglett-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
dugtrio,headbutt,100,70,Physical,15,0,1,normal,Normal
dugtrio-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
meowth,headbutt,100,70,Physical,15,0,1,normal,Normal
meowth-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
persian,headbutt,100,70,Physical,15,0,1,normal,Normal
persian-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
psyduck,headbutt,100,70,Physical,15,0,1,normal,Normal
golduck,headbutt,100,70,Physical,15,0,1,normal,Normal
mankey,headbutt,100,70,Physical,15,0,1,normal,Normal
primeape,headbutt,100,70,Physical,15,0,1,normal,Normal
growlithe,headbutt,100,70,Physical,15,0,1,normal,Normal
arcanine,headbutt,100,70,Physical,15,0,1,normal,Normal
poliwag,headbutt,100,70,Physical,15,0,1,normal,Normal
poliwhirl,headbutt,100,70,Physical,15,0,1,normal,Normal
poliwrath,headbutt,100,70,Physical,15,0,1,normal,Normal
abra,headbutt,100,70,Physical,15,0,1,normal,Normal
kadabra,headbutt,100,70,Physical,15,0,1,normal,Normal
alakazam,headbutt,100,70,Physical,15,0,1,normal,Normal
machop,headbutt,100,70,Physical,15,0,1,normal,Normal
machoke,headbutt,100,70,Physical,15,0,1,normal,Normal
machamp,headbutt,100,70,Physical,15,0,1,normal,Normal
bellsprout,headbutt,100,70,Physical,15,0,1,normal,Normal
weepinbell,headbutt,100,70,Physical,15,0,1,normal,Normal
victreebel,headbutt,100,70,Physical,15,0,1,normal,Normal
tentacool,headbutt,100,70,Physical,15,0,1,normal,Normal
tentacruel,headbutt,100,70,Physical,15,0,1,normal,Normal
geodude,headbutt,100,70,Physical,15,0,1,normal,Normal
geodude-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
graveler,headbutt,100,70,Physical,15,0,1,normal,Normal
graveler-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
golem,headbutt,100,70,Physical,15,0,1,normal,Normal
golem-alola,headbutt,100,70,Physical,15,0,1,normal,Normal
ponyta,headbutt,100,70,Physical,15,0,1,normal,Normal
rapidash,headbutt,100,70,Physical,15,0,1,normal,Normal
slowpoke,headbutt,100,70,Physical,15,0,1,normal,Normal
slowpoke-galar,headbutt,100,70,Physical,15,0,1,normal,Normal
slowbro,headbutt,100,70,Physical,15,0,1,normal,Normal
slowbro-galar,headbutt,100,70,Physical,15,0,1,normal,Normal
magnemite,headbutt,100,70,Physical,15,0,1,normal,Normal
